Unnamed: 7,ECSE,KG,1,2,3,4,5,6,7,8,9,10,11,12
Early Ed Eastern Heights,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Early Ed Frost Lake,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Early Ed Global Arts Plus,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Early Ed HUB,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Early Ed Highland,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Early Ed Highwood Hills,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Early Education,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Early Education - Birth To Three,364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Early Education Ben Mays/Rondo,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Early Education Center,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Early Education Como,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Early Education Daytons Bluff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Early Education Four Seasons,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Early Education Heights Community,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Early Education Program & Services,201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Early Learning Resource Center,181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
East African Culture and Learning Program,4.0,27.0,24.0,31.0,26.0,21.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
East Bethel Elementary School,0.0,69.0,71.0,91.0,72.0,92.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
East Central Elementary,11.0,45.0,46.0,49.0,52.0,55.0,52.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0
East Central Senior Secondary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,66.0,52.0,71.0,50.0,53.0
East Grand Forks Senior High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,160.0,131.0,125.0
East High School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,362.0,358.0,378.0,388.0
East Lake Elementary School,0.0,136.0,120.0,159.0,128.0,145.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
East Range Academy of Technology and Science,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,36.0,40.0,53.0
East Rapids Elementary,0.0,103.0,102.0,107.0,118.0,105.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
East Ridge High School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,503.0,503.0,511.0,525.0
East View Academy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,21.0,71.0
Eastern Heights Elementary,4.0,48.0,46.0,41.0,47.0,50.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eastern Wright Program,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0
Eastview Education Center,101.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eastview Elementary,0.0,102.0,119.0,128.0,103.0,134.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eastview Elementary School - SNW,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eastview Senior High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593.0,620.0,573.0,526.0
"Echo Park Elementary School of Leadership, Engineering and Technology",8.0,111.0,109.0,114.0,123.0,120.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EdVisions Off Campus School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,11.0,25.0,20.0,28.0,13.0
Eden Lake Elementary,0.0,85.0,107.0,80.0,113.0,124.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eden Prairie Online Elementary,0.0,25.0,25.0,25.0,31.0,35.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eden Prairie Online Secondary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,31.0,36.0,38.0,39.0,39.0,59.0
Eden Prairie Senior High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0,696.0,740.0,663.0
Eden Valley Elementary,0.0,22.0,50.0,73.0,54.0,65.0,65.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0
Eden Valley Secondary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,68.0,77.0,98.0,73.0,74.0
Edgerton Elementary,5.0,36.0,45.0,46.5,42.0,43.5,49.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0
Edgerton Secondary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,26.0,39.0,28.0,34.0,29.0,24.0
Edgewood ECSE,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Edgewood Middle School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.0,207.0,239.0,0.0,0.0,0.0,0.0
Edina Secondary Virtual Pathway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,13.0,26.0
Edina Senior High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,668.0,677.0,628.0,612.0
Edinbrook Elementary,10.0,101.0,94.0,112.0,97.0,107.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Edison High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213.0,205.0,226.0,189.0
Edward Neill Elementary,3.0,65.0,58.0,55.0,49.0,51.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eisenhower Elementary,4.0,73.0,72.5,72.5,84.0,66.5,73.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
El Colegio Charter School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,29.0,31.0,9.0
Elementary Lighthouse,0.0,0.0,0.0,0.0,7.0,7.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
Elk River District Shared Time Prog,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Elk River Senior High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,379.0,431.0,388.0,404.0
Ella Baker Elementary,3.0,58.0,56.0,66.0,41.0,45.0,54.0,73.0,66.0,84.0,0.0,0.0,0.0,0.0
Ellen Hopkins Elementary,0.0,108.0,117.0,121.0,129.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ellis Middle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351.0,362.0,0.0,0.0,0.0,0.0
Ellsworth Elementary,3.0,7.0,6.0,13.0,10.0,10.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
Ellsworth Secondary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,15.0,8.0,7.0,9.0,16.0
Elm Creek Elementary,0.0,84.0,91.0,80.0,89.0,80.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Elm Tree Academy,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
Elton Hills Elementary,0.0,54.0,51.0,58.0,51.0,48.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emerson Elementary,0.0,81.0,94.0,90.0,88.0,75.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Empower Learning Center,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,13.0
Endazhi-Nitaawiging,0.0,17.0,14.0,18.0,13.0,11.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
Enrich Alden,0.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0
Enrich GM,0.0,0.0,2.0,0.0,2.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0
Enrich Kingsland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0
Escuela Exitos,0.0,37.0,36.0,31.0,22.0,16.0,24.0,10.0,19.0,19.0,0.0,0.0,0.0,0.0
Evansville Elementary,0.0,0.0,0.0,51.0,35.0,40.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Evergreen Park Elementary - STEM School of Innovation,0.0,59.0,68.0,68.0,60.0,68.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Excell Academy Charter,2.0,63.0,67.0,43.0,44.0,50.0,52.0,41.0,39.0,43.0,0.0,0.0,0.0,0.0
Excelsior Elementary,0.0,95.0,122.0,120.0,125.0,135.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exploration High School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,28.0,36.0,14.0
FAIR High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,89.0,80.0,64.0
FAIR School Pilgrim Lane,0.0,62.0,62.0,71.0,62.0,68.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAIRVIEW PROGRAM,150.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0
FIT Academy,0.0,40.0,39.0,38.0,45.0,43.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIT Academy High School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,25.0,26.0,18.0,18.0,14.0,12.0
FOCUS ALP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
Face To Face Academy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,21.0,15.0,38.0
Face to Face Academy Online,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0
Fair Oaks Elementary,8.0,50.0,58.0,61.0,54.0,54.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fairmont Elementary School,22.0,110.0,120.0,143.0,128.0,135.0,113.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0
Fairmont Jr./Sr. High School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,136.0,135.0,175.0,135.0,142.0
Fairview Adolescent Education Program,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,6.0,4.0,6.0
Fairview Alternative High School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,51.0
Fairview School Readiness Plus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Falcon Heights Elementary,0.0,56.0,76.0,64.0,68.0,62.0,61.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0
Falcon Ridge,0.0,78.0,79.0,86.0,87.0,98.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Falcon Ridge Middle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338.0,351.0,298.0,0.0,0.0,0.0,0.0
Falcon View Connections Academy Elementary School,0.0,12.0,15.0,12.0,16.0,16.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Falcon View Connections Academy High School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,63.0,98.0,85.0
Falcon View Connections Academy Middle School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,22.0,50.0,0.0,0.0,0.0,0.0
Falcons Online Academy-HS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,19.0,35.0
Falcons Online Academy-Middle School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0
Falls Elementary,21.0,68.0,53.0,62.0,54.0,68.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Falls Secondary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,74.0,75.0,76.0,79.0,63.0,71.0
Faribault Area Learning Center,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,33.0,49.0
Faribault Middle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0,206.0,225.0,0.0,0.0,0.0,0.0
Faribault Senior High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278.0,235.0,232.0,216.0
Farmington Elementary,32.0,70.0,92.0,94.0,85.0,73.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Farmington High School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,553.0,539.0,555.0,549.0
Farnsworth Aerospace Lower,1.0,93.0,89.0,79.0,94.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Farnsworth Aerospace Upper,0.0,0.0,0.0,0.0,0.0,0.0,80.0,114.0,118.0,129.0,0.0,0.0,0.0,0.0
Fergus Falls Area Learning Center,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,15.0,24.0,43.0
Fergus Falls EC/Elementary Sp Ed,0.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fergus Falls Early Childhood Sp Ed,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fergus Falls Elementary Sp Ed 5-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0
Fernbrook Elementary,0.0,155.0,158.0,149.0,144.0,150.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fertile-Beltrami Elementary,4.0,36.0,43.0,34.0,23.0,37.0,38.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0
Fertile-Beltrami Secondary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,46.0,38.0,45.0,44.0,30.0
Field Elementary,0.0,0.0,0.0,0.0,85.0,87.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fieldstone Elementary School,0.0,0.0,146.0,159.0,142.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fillmore Central Alternative Learning Program,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0
Fillmore Central Elementary,5.0,31.0,50.0,50.0,34.0,43.0,51.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0
Fillmore Central Senior High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,58.0,42.0,40.0,53.0,41.0
Finlayson Elementary,0.0,10.0,5.0,5.0,10.0,8.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
First City School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,8.0,12.0,12.0
First Step - Kingsland,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First Step Adams,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First Step Alden,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fisher Elementary,1.0,17.0,16.0,23.0,12.0,16.0,14.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0
Fisher Secondary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,15.0,15.0,20.0,19.0,14.0
Five Hawks Elementary,0.0,70.0,76.0,76.0,75.0,74.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Floodwood Elementary,1.0,6.0,7.0,14.0,12.0,12.0,9.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0
Floodwood Secondary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,14.0,9.0,14.0,11.0,11.0
Focus Beyond,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0
Foley Elementary,25.0,135.0,131.0,128.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Foley Intermediate Elementary,0.0,0.0,0.0,0.0,0.0,144.0,156.0,150.0,154.0,139.0,0.0,0.0,0.0,0.0
Foley Senior High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,144.0,156.0,151.0
Folwell Elementary,32.0,67.5,63.5,69.0,54.0,56.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Forest Elementary,17.0,73.0,59.0,63.0,72.0,70.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Forest Hills Elementary,0.0,97.0,93.0,99.0,87.0,73.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Forest Lake Area Community School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,17.0,9.0,32.0,64.0,30.0
Forest Lake Area High School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,495.0,458.0,426.0,444.0
Forest Lake Area Middle School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,432.0,412.0,0.0,0.0,0.0,0.0
Forest Lake Elementary,0.0,0.0,0.0,0.0,0.0,114.0,109.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0
Forest View Elementary,0.0,79.0,75.0,97.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Forestview Middle,0.0,0.0,0.0,0.0,0.0,0.0,405.0,425.0,428.0,451.0,0.0,0.0,0.0,0.0
Fosston Secondary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,40.0,42.0,47.0,41.0,62.0
Foundations II,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0
Four Seasons Elementary,0.0,32.0,36.0,46.0,43.0,37.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Franklin Elementary,1.0,71.5,61.0,85.5,75.5,81.5,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Franklin Middle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.5,121.5,106.5,0.0,0.0,0.0,0.0
Frazee Elementary,0.0,51.0,61.0,60.0,58.0,59.0,58.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0
Frazee Secondary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,59.0,67.0,74.0,57.0,58.0
Freshwater Education District ALC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,22.0,24.0,26.0
Fridley Middle,0.0,0.0,0.0,0.0,0.0,0.0,161.0,162.0,157.0,152.0,0.0,0.0,0.0,0.0
Fridley Middle Area Learning Center,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,19.0,0.0,0.0,0.0,0.0
Fridley Moore Lake Area Learning Center,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,23.0,33.0,25.0
Fridley Senior High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,210.0,211.0,186.0
Friendly Hills Middle,0.0,0.0,0.0,0.0,0.0,0.0,185.0,181.0,192.0,182.0,0.0,0.0,0.0,0.0
Friendship Academy of the Arts - Intermediate,0.0,0.0,0.0,0.0,33.0,36.0,27.0,24.0,15.0,11.0,0.0,0.0,0.0,0.0
Friendship Academy of the Arts - Primary,0.0,39.0,29.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frost Lake Elementary School,8.0,89.0,91.0,71.0,96.0,77.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fulda Elementary,6.0,17.0,28.0,36.0,26.0,29.0,26.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0
Fulda Secondary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,25.0,29.0,32.0,26.0,30.0
Futures Program,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,7.0,2.0,2.0,5.0
Futures Sun,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,0.0,6.0
GATE 4/5,0.0,0.0,0.0,0.0,0.0,32.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GFW Elementary School,15.0,40.0,43.0,32.0,36.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GFW High School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,57.0,53.0,59.0
GFW Middle School,0.0,0.0,0.0,0.0,0.0,0.0,36.0,40.0,44.0,55.0,0.0,0.0,0.0,0.0
GOA School of Logic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,24.0,0.0,0.0,0.0,0.0,0.0
GRAND RAPIDS AREA LEARNING CENTER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,36.0,83.0
GSL Junior High School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,112.0,0.0,0.0,0.0,0.0
Gage Elementary,0.0,110.0,97.0,98.0,87.0,81.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Garden City Elementary,8.0,60.0,48.0,50.0,55.0,47.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Garfield Elementary,0.0,34.0,42.0,43.0,35.0,37.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Garlough Environmental Magnet,0.0,75.0,80.0,90.0,68.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gateway STEM Academy Charter School,0.0,15.0,22.0,16.0,14.0,20.0,20.0,18.0,8.0,7.0,0.0,0.0,0.0,0.0
Gatewood Elementary,9.0,80.0,61.0,58.0,58.0,50.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gene Dillon Elementary School,0.0,0.0,0.0,0.0,0.0,353.0,326.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gentry Academy High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,33.0,29.0,30.0
Gentry Academy Middle,0.0,0.0,0.0,0.0,0.0,0.0,46.0,48.0,50.0,48.0,0.0,0.0,0.0,0.0
Gibbs Elementary,0.0,116.0,129.0,126.0,127.0,109.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gideon Pond Elementary,5.0,60.0,45.0,55.0,60.0,57.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Glacial Hills Elementary,0.0,18.0,20.0,9.0,16.0,10.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
Glacial Ridge Transitional Skills Program,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,1.0,1.0,4.0
Glacier Hills Elementary School of Arts and Science,0.0,103.0,111.0,116.0,113.0,124.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gleason Lake Elementary,0.0,101.0,88.0,103.0,96.0,102.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Glen Lake Elementary,0.0,70.0,66.0,69.0,68.0,68.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Glencoe-Silver Lake Senior High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,118.0,133.0,111.0
Glendale Elementary,0.0,88.0,91.0,95.0,76.0,85.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Glenville Emmons Elementary,3.0,22.0,18.0,15.0,20.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
Glenville-Emmons Secondary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,15.0,25.0,15.0,16.0,10.0
Global Academy,0.0,42.0,49.0,52.0,52.0,51.0,50.0,51.0,50.0,47.0,0.0,0.0,0.0,0.0
Global Arts Plus Lower,6.0,71.0,74.0,91.0,69.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Global Arts Plus Upper,0.0,0.0,0.0,0.0,0.0,0.0,96.0,109.0,116.0,105.0,0.0,0.0,0.0,0.0
Golden Lake Elementary,0.0,57.0,57.0,71.0,61.0,75.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goodhue Elementary,16.0,49.0,59.0,52.0,52.0,56.0,60.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0
Goodhue Secondary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,55.0,65.0,55.0,59.0,44.0
Goodridge Elementary,3.0,18.0,18.0,20.0,22.0,12.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0
Goodridge Secondary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,21.0,20.0,18.0,14.0,17.0
Goodview Elementary,0.0,26.0,32.0,43.0,37.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gordon Bailey Elementary,0.0,98.0,108.0,115.0,107.0,129.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gordon Parks High School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,153.0
Grafton School,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0
Granada Huntley East Chain Elementary School,2.0,9.0,22.0,25.0,27.0,16.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Granada Huntley East Chain High School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,27.0,19.0,22.0
Granada Huntley East Chain Middle School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,27.0,28.0,0.0,0.0,0.0,0.0
Grand Meadow Elementary,5.0,30.0,31.0,32.0,36.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grand Meadow Middle,0.0,0.0,0.0,0.0,0.0,0.0,27.0,35.0,25.0,30.0,0.0,0.0,0.0,0.0
Grand Meadow Senior High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,38.0,31.0,26.0
Grand Rapids Early Childhood Center,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
